ticket_id,date,category,priority,resolution_time,repeated_issue,after_hours,is_breach
T0491,2023-09-01,Malware Alert,Low,50,False,False,False
T0492,2023-01-18,Phishing Email,Medium,61,True,False,False
T0493,2023-03-27,Phishing Email,Medium,16,False,False,False
T0494,2023-04-14,Malware Alert,Medium,17,True,True,False
T0495,2023-02-14,Data Export,Medium,34,False,False,False
T0496,2023-01-07,Slow Performance,Critical,71,False,False,False
T0497,2023-02-21,Data Export,Critical,15,False,True,False
T0498,2023-05-16,Login Issue,Low,37,False,False,False
T0499,2023-11-08,Slow Performance,Critical,61,True,False,True
T0500,2023-01-26,Data Export,Critical,5,False,False,False
T0501,2023-06-05,Data Export,Critical,35,False,True,False
T0502,2023-04-27,Access Request,High,63,False,False,False
T0503,2023-11-06,Malware Alert,High,57,False,False,False
T0504,2023-09-06,Data Export,Low,25,False,False,False
T0505,2023-09-17,Phishing Email,High,8,False,True,True
T0506,2023-04-13,Slow Performance,Medium,68,False,True,False
T0507,2023-05-21,Login Issue,Medium,5,False,False,False
T0508,2023-05-04,Access Request,Critical,65,False,False,False
T0509,2023-06-29,Access Request,Critical,58,True,False,False
T0510,2023-07-17,Access Request,Medium,34,False,False,False
T0511,2023-05-18,Login Issue,Medium,28,False,False,False
T0512,2023-01-05,Data Export,Critical,66,True,False,False
T0513,2023-06-06,Slow Performance,Medium,23,False,True,False
T0514,2023-04-22,Data Export,High,55,False,False,False
T0515,2023-09-19,Slow Performance,High,67,False,False,True
T0516,2023-02-25,Data Export,High,72,False,False,False
T0517,2023-05-14,Slow Performance,Low,44,False,False,False
T0518,2023-11-04,Data Export,High,25,True,False,False
T0519,2023-05-13,Slow Performance,High,18,False,False,False
T0520,2023-04-08,Slow Performance,Critical,50,False,False,False
T0521,2023-07-03,Access Request,Medium,69,False,False,False
T0522,2023-02-19,Phishing Email,High,22,False,False,True
T0523,2023-12-15,Slow Performance,Medium,34,False,False,False
T0524,2023-06-19,Access Request,Low,29,False,False,False
T0525,2023-11-21,Access Request,High,38,False,True,True
T0526,2023-07-15,Phishing Email,Low,61,False,False,False
T0527,2023-04-13,Phishing Email,High,53,True,False,True
T0528,2023-02-11,Access Request,Critical,59,True,False,True
T0529,2023-04-18,Slow Performance,High,23,False,True,False
T0530,2023-08-11,Malware Alert,Medium,63,False,False,True
T0531,2023-10-01,Data Export,Critical,52,False,False,True
T0532,2023-01-10,Malware Alert,High,2,False,False,False
T0533,2023-02-22,Data Export,Low,32,True,False,False
T0534,2023-08-22,Slow Performance,High,22,True,True,False
T0535,2023-09-08,Data Export,High,56,False,False,False
T0536,2023-04-27,Access Request,Medium,22,False,False,False
T0537,2023-07-07,Malware Alert,Medium,28,False,False,True
T0538,2023-01-25,Data Export,Low,49,False,False,False
T0539,2023-08-02,Phishing Email,Low,14,False,True,False
T0540,2023-12-22,Slow Performance,Critical,16,False,False,True
T0541,2023-11-15,Data Export,Low,39,False,True,False
T0542,2023-03-02,Phishing Email,Medium,54,False,True,False
T0543,2023-09-25,Access Request,Low,14,False,False,False
T0544,2023-04-17,Malware Alert,High,53,True,True,True
T0545,2023-02-26,Data Export,Critical,43,True,True,True
T0546,2023-02-21,Phishing Email,Critical,20,False,False,True
T0547,2023-02-21,Access Request,Medium,59,False,False,False
T0548,2023-03-01,Malware Alert,Low,38,False,False,False
T0549,2023-07-03,Login Issue,Low,2,False,False,False
T0550,2023-07-24,Slow Performance,High,12,False,False,True
T0551,2023-03-27,Slow Performance,High,50,False,False,False
T0552,2023-10-30,Login Issue,Medium,8,False,False,False
T0553,2023-12-17,Slow Performance,Critical,24,False,False,False
T0554,2023-01-24,Data Export,Medium,62,False,True,False
T0555,2023-10-23,Login Issue,High,41,True,False,False
T0556,2023-08-10,Data Export,Medium,44,False,False,False
T0557,2023-10-13,Data Export,Medium,62,False,False,False
T0558,2023-09-11,Phishing Email,Low,2,False,True,False
T0559,2023-09-17,Malware Alert,Low,63,False,False,True
T0560,2023-10-21,Malware Alert,Critical,52,False,True,True
T0561,2023-12-01,Slow Performance,Low,64,False,True,False
T0562,2023-02-16,Login Issue,Low,52,False,False,True
T0563,2023-06-24,Phishing Email,High,66,False,False,True
T0564,2023-11-04,Access Request,Low,29,False,False,False
T0565,2023-06-24,Slow Performance,High,58,True,False,True
T0566,2023-03-26,Access Request,High,71,False,False,True
T0567,2023-07-21,Slow Performance,Medium,53,True,False,False
T0568,2023-11-21,Malware Alert,Critical,25,False,True,True
T0569,2023-09-13,Data Export,Low,58,False,False,False
T0570,2023-09-18,Login Issue,Low,71,False,False,False
T0571,2023-06-14,Malware Alert,Medium,17,True,False,False
T0572,2023-05-21,Phishing Email,Critical,54,False,False,False
T0573,2023-12-25,Slow Performance,High,38,False,True,False
T0574,2023-11-20,Data Export,High,71,False,False,False
T0575,2023-12-11,Malware Alert,Medium,27,False,False,True
T0576,2023-06-30,Malware Alert,Medium,65,False,False,False
T0577,2023-08-05,Phishing Email,Critical,54,False,False,False
T0578,2023-05-17,Login Issue,Low,4,False,True,True
T0579,2023-04-15,Malware Alert,High,33,True,True,False
T0580,2023-10-15,Phishing Email,Low,46,False,True,False
T0581,2023-12-21,Malware Alert,Critical,31,False,False,False
T0582,2023-06-10,Data Export,Low,49,False,False,False
T0583,2023-08-15,Phishing Email,Low,2,False,True,False
T0584,2023-04-10,Malware Alert,High,70,False,True,False
T0585,2023-09-21,Access Request,Critical,23,False,True,False
T0586,2023-10-27,Login Issue,Critical,6,False,False,True
T0587,2023-06-15,Access Request,Low,43,False,False,True
T0588,2023-12-29,Phishing Email,Low,39,False,False,False
T0589,2023-10-06,Access Request,Medium,24,False,False,False
T0590,2023-06-19,Phishing Email,Critical,12,False,False,False
T0591,2023-10-15,Access Request,High,28,False,False,False
T0592,2023-11-11,Data Export,Low,15,False,False,False
T0593,2023-02-28,Phishing Email,Medium,6,False,False,False
T0594,2023-07-11,Slow Performance,High,70,False,True,False
T0595,2023-09-21,Phishing Email,Critical,63,True,False,True
T0596,2023-11-17,Login Issue,Low,22,False,False,False
T0597,2023-10-03,Login Issue,Medium,28,False,False,False
T0598,2023-06-19,Data Export,Critical,10,False,True,False
T0599,2023-10-22,Login Issue,Low,10,True,False,False
T0600,2023-01-09,Malware Alert,High,53,False,False,True
T0601,2023-10-27,Slow Performance,Low,69,True,False,True
T0602,2023-06-04,Login Issue,Low,46,False,True,False
T0603,2023-12-05,Phishing Email,Low,37,False,False,False
T0604,2023-10-07,Login Issue,Critical,21,False,True,False
T0605,2023-11-28,Access Request,Medium,39,False,False,False
T0606,2023-10-21,Access Request,Low,71,False,True,True
T0607,2023-06-26,Phishing Email,Critical,69,False,True,True
T0608,2023-05-10,Malware Alert,Critical,66,True,True,True
T0609,2023-10-09,Malware Alert,Low,24,False,False,True
T0610,2023-10-25,Slow Performance,Low,38,False,False,False
T0611,2023-11-14,Slow Performance,High,46,True,False,True
T0612,2023-12-22,Login Issue,Medium,41,False,False,False
T0613,2023-06-10,Phishing Email,Medium,47,False,False,True
T0614,2023-06-19,Malware Alert,Medium,56,True,False,False
T0615,2023-03-31,Slow Performance,Critical,58,False,False,False
T0616,2023-05-15,Data Export,Low,36,False,True,False
T0617,2023-10-25,Data Export,Low,10,False,False,False
T0618,2023-10-04,Phishing Email,Critical,28,False,False,False
T0619,2023-05-29,Slow Performance,Medium,47,False,False,False
T0620,2023-12-06,Malware Alert,Critical,65,False,False,False
T0621,2023-10-17,Malware Alert,Medium,66,True,True,False
T0622,2023-04-29,Data Export,Medium,62,False,True,False
T0623,2023-07-04,Login Issue,High,48,True,False,False
T0624,2023-02-22,Slow Performance,Critical,59,False,True,False
T0625,2023-07-13,Data Export,High,34,False,False,False
T0626,2023-07-27,Access Request,Low,67,True,False,False
T0627,2023-03-13,Access Request,High,63,False,False,True
T0628,2023-04-06,Slow Performance,Medium,30,True,False,False
T0629,2023-02-28,Malware Alert,High,16,False,False,True
T0630,2023-01-12,Slow Performance,Critical,62,True,True,False
T0631,2023-01-21,Malware Alert,Low,17,False,True,False
T0632,2023-07-27,Phishing Email,Medium,8,True,False,False
T0633,2023-08-30,Phishing Email,Low,37,False,True,False
T0634,2023-04-04,Slow Performance,Medium,29,False,False,False
T0635,2023-10-30,Phishing Email,High,22,False,False,True
T0636,2023-09-16,Login Issue,Medium,49,False,True,False
T0637,2023-11-04,Data Export,Critical,20,False,True,False
T0638,2023-01-01,Login Issue,Low,12,False,True,False
T0639,2023-08-08,Data Export,Critical,67,False,False,False
T0640,2023-12-23,Malware Alert,Critical,49,False,False,False
T0641,2023-02-12,Phishing Email,Low,55,True,False,True
T0642,2023-10-23,Access Request,Critical,33,True,False,False
T0643,2023-06-11,Phishing Email,Low,67,True,False,False
T0644,2023-10-02,Slow Performance,High,14,True,False,True
T0645,2023-10-10,Slow Performance,High,36,False,False,False
T0646,2023-06-07,Phishing Email,Critical,23,False,False,True
T0647,2023-04-28,Phishing Email,High,51,False,False,False
T0648,2023-10-09,Slow Performance,Medium,13,True,False,False
T0649,2023-03-16,Phishing Email,Low,21,False,False,False
T0650,2023-01-20,Slow Performance,Critical,12,True,True,True
T0651,2023-11-02,Data Export,Critical,52,False,False,False
T0652,2023-09-23,Login Issue,Medium,64,False,True,False
T0653,2023-11-11,Access Request,Medium,5,False,False,False
T0654,2023-05-22,Malware Alert,Low,47,True,True,True
T0655,2023-12-27,Slow Performance,High,51,False,True,True
T0656,2023-06-28,Login Issue,Low,71,True,False,False
T0657,2023-10-22,Access Request,High,29,False,True,False
T0658,2023-05-31,Login Issue,High,23,False,True,True
T0659,2023-10-22,Access Request,Low,66,False,False,False
T0660,2023-08-23,Access Request,Critical,49,False,False,False
T0661,2023-04-23,Data Export,Critical,4,False,False,False
T0662,2023-12-25,Data Export,Medium,41,False,False,False
T0663,2023-02-08,Access Request,Medium,37,True,False,False
T0664,2023-04-04,Phishing Email,Medium,61,False,True,False
T0665,2023-05-16,Data Export,Medium,64,False,True,False
T0666,2023-02-24,Malware Alert,Medium,26,False,False,False
T0667,2023-01-22,Login Issue,Low,64,False,False,False
T0668,2023-05-21,Slow Performance,High,41,False,False,False
T0669,2023-01-28,Slow Performance,Medium,66,True,True,False
T0670,2023-12-18,Phishing Email,Critical,62,False,True,True
T0671,2023-01-07,Malware Alert,Critical,16,False,False,False
T0672,2023-05-13,Data Export,Medium,49,False,False,False
T0673,2023-04-05,Malware Alert,High,31,True,False,True
T0674,2023-07-25,Slow Performance,Critical,27,False,False,False
T0675,2023-02-21,Access Request,Critical,24,False,False,False
T0676,2023-03-18,Data Export,High,31,False,False,True
T0677,2023-11-19,Slow Performance,Low,23,False,True,False
T0678,2023-07-23,Phishing Email,High,63,False,False,False
T0679,2023-02-19,Login Issue,Medium,8,True,False,False
T0680,2023-05-12,Slow Performance,High,34,False,False,False
T0681,2023-04-12,Access Request,Low,53,True,False,False
T0682,2023-08-17,Phishing Email,Medium,37,False,False,False
T0683,2023-11-24,Login Issue,Critical,37,False,False,False
T0684,2023-04-27,Access Request,Critical,52,False,True,True
T0685,2023-08-16,Access Request,High,38,False,False,False
T0686,2023-05-01,Access Request,Critical,53,True,False,True
T0687,2023-08-31,Data Export,High,11,True,False,True
T0688,2023-02-23,Phishing Email,Low,4,False,False,False
T0689,2023-05-07,Access Request,Medium,11,False,False,False
T0690,2023-01-15,Data Export,High,57,False,True,False
T0691,2023-05-20,Login Issue,High,42,False,False,False
T0692,2023-11-02,Phishing Email,Critical,18,False,False,True
T0693,2023-09-04,Slow Performance,Critical,68,False,False,False
T0694,2023-06-05,Phishing Email,Medium,12,False,False,True
T0695,2023-08-29,Login Issue,Low,67,False,False,False
T0696,2023-08-09,Phishing Email,Low,63,False,False,True
T0697,2023-08-12,Access Request,Medium,1,False,True,False
T0698,2023-04-23,Slow Performance,Medium,21,False,False,False
T0699,2023-11-10,Access Request,Low,55,False,False,False
T0700,2023-04-07,Data Export,High,37,False,False,False
T0701,2023-05-20,Login Issue,Medium,18,True,False,False
T0702,2023-01-12,Data Export,Critical,25,False,True,False
T0703,2023-04-30,Malware Alert,Low,37,True,False,False
T0704,2023-09-13,Login Issue,Medium,2,False,False,False
T0705,2023-01-29,Access Request,Critical,5,False,False,False
T0706,2023-05-09,Access Request,Critical,10,False,True,False
T0707,2023-08-15,Slow Performance,Low,16,False,False,False
T0708,2023-04-17,Malware Alert,Low,26,False,False,False
T0709,2023-10-09,Slow Performance,Critical,40,False,True,False
T0710,2023-01-27,Phishing Email,Low,33,False,False,False
T0711,2023-05-22,Data Export,Medium,15,True,False,True
T0712,2023-12-20,Phishing Email,Low,51,False,True,True
T0713,2023-12-18,Slow Performance,Medium,48,False,True,False
T0714,2023-02-24,Phishing Email,High,8,True,False,False
T0715,2023-06-27,Malware Alert,Critical,30,False,False,False
T0716,2023-01-21,Slow Performance,Medium,3,False,False,False
T0717,2023-04-06,Slow Performance,Critical,72,True,False,True
T0718,2023-10-11,Phishing Email,High,42,False,False,False
T0719,2023-07-07,Malware Alert,Low,68,True,False,True
T0720,2023-07-06,Slow Performance,Low,65,False,True,True
T0721,2023-07-18,Phishing Email,Medium,42,False,False,False
T0722,2023-06-14,Malware Alert,Critical,71,True,False,True
T0723,2023-04-02,Login Issue,Low,67,False,True,False
T0724,2023-07-18,Login Issue,Medium,14,False,True,False
T0725,2023-04-24,Data Export,Critical,68,False,False,True
T0726,2023-02-10,Phishing Email,Low,2,False,True,False
T0727,2023-07-08,Slow Performance,Low,47,False,False,False
T0728,2023-02-09,Data Export,Low,35,False,False,False
T0729,2023-09-27,Malware Alert,Low,13,False,False,True
T0730,2023-11-23,Data Export,Medium,23,False,False,False
T0731,2023-04-03,Phishing Email,High,59,False,False,True
T0732,2023-08-15,Phishing Email,Critical,65,False,True,False
T0733,2023-11-21,Access Request,High,71,False,False,False
T0734,2023-05-11,Slow Performance,High,31,False,True,False
T0735,2023-05-26,Access Request,Critical,58,False,True,True
T0736,2023-04-24,Phishing Email,Low,67,True,False,True
T0737,2023-10-11,Malware Alert,High,3,False,False,False
T0738,2023-07-07,Phishing Email,Medium,13,True,False,True
T0739,2023-10-19,Phishing Email,Medium,30,True,False,False
T0740,2023-12-20,Malware Alert,Low,42,False,True,False
T0741,2023-01-29,Data Export,Low,39,True,False,False
T0742,2023-04-27,Access Request,High,56,False,False,False
T0743,2023-10-17,Data Export,Low,49,True,False,False
T0744,2023-07-21,Malware Alert,High,65,False,True,False
T0745,2023-06-22,Slow Performance,Low,29,False,False,False
T0746,2023-08-11,Login Issue,Critical,7,False,False,False
T0747,2023-10-20,Data Export,Medium,18,False,True,False
T0748,2023-10-22,Malware Alert,Medium,32,True,False,True
T0749,2023-11-01,Login Issue,Low,53,False,False,False
T0750,2023-08-15,Data Export,Low,40,True,False,False
T0751,2023-07-11,Phishing Email,Medium,57,True,False,True
T0752,2023-03-17,Malware Alert,Low,15,False,True,False
T0753,2023-01-12,Access Request,Low,44,False,True,False
T0754,2023-10-08,Access Request,Medium,69,True,False,False
T0755,2023-05-11,Slow Performance,Medium,3,False,False,False
T0756,2023-08-27,Malware Alert,Low,37,True,False,True
T0757,2023-12-04,Data Export,Low,9,False,False,False
T0758,2023-07-14,Access Request,Low,3,True,False,False
T0759,2023-04-12,Phishing Email,Low,41,False,False,True
T0760,2023-09-29,Phishing Email,Critical,72,False,True,True
T0761,2023-06-30,Access Request,High,63,False,True,False
T0762,2023-02-01,Access Request,High,31,False,False,False
T0763,2023-10-12,Data Export,High,50,False,False,True
T0764,2023-07-15,Access Request,Medium,20,False,False,False
T0765,2023-11-06,Phishing Email,Medium,54,True,True,False
T0766,2023-12-17,Access Request,Critical,70,True,False,False
T0767,2023-08-09,Malware Alert,Medium,40,False,False,False
T0768,2023-04-05,Malware Alert,Medium,41,True,False,False
T0769,2023-07-30,Access Request,Medium,4,False,False,False
T0770,2023-01-14,Access Request,Critical,36,True,True,True
T0771,2023-02-10,Phishing Email,High,30,False,True,True
T0772,2023-07-11,Data Export,Critical,18,False,False,False
T0773,2023-07-29,Malware Alert,Critical,63,False,True,True
T0774,2023-04-15,Login Issue,High,53,True,False,True
T0775,2023-08-23,Login Issue,Medium,57,False,False,False
T0776,2023-06-10,Malware Alert,Critical,52,False,False,False
T0777,2023-05-06,Slow Performance,Low,67,True,False,False
T0778,2023-01-26,Phishing Email,Critical,6,False,False,False
T0779,2023-08-25,Malware Alert,High,57,False,False,False
T0780,2023-03-14,Malware Alert,Critical,38,False,True,True
T0781,2023-12-23,Slow Performance,Critical,12,False,True,False
T0782,2023-10-30,Phishing Email,Medium,51,False,False,True
T0783,2023-12-31,Data Export,Medium,59,True,False,False
T0784,2023-09-26,Malware Alert,Low,12,True,False,True
T0785,2023-01-23,Data Export,Critical,66,False,True,False
T0786,2023-01-27,Malware Alert,High,20,True,True,False
T0787,2023-04-03,Slow Performance,High,40,False,False,False
T0788,2023-09-12,Login Issue,Medium,26,True,False,True
T0789,2023-07-29,Slow Performance,Low,64,True,False,False
T0790,2023-10-13,Slow Performance,Low,1,True,False,False
T0791,2023-01-17,Malware Alert,Low,24,True,False,True
T0792,2023-04-02,Data Export,High,43,False,True,False
T0793,2023-01-19,Malware Alert,High,72,True,False,True
T0794,2023-08-07,Login Issue,High,42,False,False,True
T0795,2023-06-18,Phishing Email,Low,38,False,True,False
T0796,2023-10-20,Phishing Email,Critical,68,True,True,True
T0797,2023-12-28,Data Export,Low,62,False,False,False
T0798,2023-03-08,Access Request,Critical,41,True,False,False
T0799,2023-11-09,Phishing Email,Critical,67,False,False,False
T0800,2023-03-02,Malware Alert,High,25,True,True,True
T0801,2023-11-23,Data Export,Medium,54,False,False,False
T0802,2023-06-03,Malware Alert,Low,26,False,False,True
T0803,2023-10-19,Phishing Email,High,1,True,False,True
T0804,2023-09-03,Phishing Email,Low,23,True,False,False
T0805,2023-10-02,Slow Performance,Low,18,False,False,False
T0806,2023-10-17,Access Request,Critical,53,False,True,False
T0807,2023-07-01,Data Export,High,72,False,True,False
T0808,2023-10-01,Login Issue,Medium,36,False,False,False
T0809,2023-12-28,Malware Alert,Critical,24,False,False,False
T0810,2023-08-20,Access Request,Low,35,False,False,False
T0811,2023-04-14,Access Request,Medium,68,False,True,False
T0812,2023-04-08,Login Issue,Critical,65,True,False,False
T0813,2023-02-20,Access Request,Critical,68,False,False,False
T0814,2023-09-25,Phishing Email,Medium,27,False,False,False
T0815,2023-02-14,Login Issue,Low,40,False,False,False
T0816,2023-01-12,Access Request,Critical,6,True,False,False
T0817,2023-06-13,Phishing Email,High,27,False,True,True
T0818,2023-11-15,Slow Performance,Low,35,True,False,True
T0819,2023-12-27,Phishing Email,Low,27,False,False,True
T0820,2023-08-16,Access Request,Medium,22,True,False,False
T0821,2023-01-28,Login Issue,Medium,4,False,False,False
T0822,2023-12-20,Login Issue,Critical,51,True,False,False
T0823,2023-12-10,Data Export,Critical,46,False,False,False
T0824,2023-12-24,Phishing Email,Low,60,False,True,False
T0825,2023-08-29,Slow Performance,Low,59,False,False,False
T0826,2023-07-20,Malware Alert,Medium,19,False,False,False
T0827,2023-06-29,Malware Alert,High,42,False,True,True
T0828,2023-09-18,Slow Performance,Critical,22,True,False,False
T0829,2023-09-30,Login Issue,Critical,14,False,False,False
T0830,2023-09-04,Slow Performance,Critical,53,True,True,True
T0831,2023-08-11,Slow Performance,Low,44,True,False,False
T0832,2023-12-31,Phishing Email,High,70,False,True,False
T0833,2023-08-16,Phishing Email,Critical,15,False,False,False
T0834,2023-07-14,Malware Alert,High,52,True,True,False
T0835,2023-11-22,Access Request,Critical,8,True,False,False
T0836,2023-08-17,Login Issue,Medium,20,False,False,False
T0837,2023-08-11,Malware Alert,Medium,41,True,False,False
T0838,2023-03-07,Data Export,High,12,False,False,False
T0839,2023-10-14,Access Request,Low,48,False,False,True
T0840,2023-07-21,Access Request,Low,37,False,True,False
T0841,2023-03-30,Data Export,High,49,False,False,False
T0842,2023-08-02,Slow Performance,Medium,25,False,False,False
T0843,2023-09-07,Malware Alert,High,17,True,True,True
T0844,2023-08-22,Data Export,Critical,18,True,False,False
T0845,2023-07-16,Data Export,Critical,24,False,False,False
T0846,2023-05-02,Access Request,Medium,24,False,True,False
T0847,2023-01-20,Data Export,High,53,False,False,True
T0848,2023-03-14,Phishing Email,Critical,48,True,False,False
T0849,2023-05-06,Data Export,High,60,False,False,False
T0850,2023-06-25,Slow Performance,Low,70,False,False,False
T0851,2023-06-19,Phishing Email,Low,61,False,False,False
T0852,2023-06-05,Slow Performance,High,38,True,True,False
T0853,2023-12-03,Data Export,High,8,False,False,False
T0854,2023-05-23,Access Request,Low,37,False,True,True
T0855,2023-11-06,Access Request,Medium,36,True,False,False
T0856,2023-05-01,Malware Alert,Medium,58,False,True,False
T0857,2023-03-16,Slow Performance,Medium,68,False,False,False
T0858,2023-12-05,Phishing Email,Medium,64,False,False,False
T0859,2023-05-16,Slow Performance,Medium,27,False,False,False
T0860,2023-09-30,Login Issue,Low,22,False,False,False
T0861,2023-01-07,Malware Alert,Critical,50,False,True,False
T0862,2023-01-22,Access Request,Critical,49,False,False,False
T0863,2023-05-19,Login Issue,High,56,False,False,False
T0864,2023-05-04,Access Request,Low,33,False,False,False
T0865,2023-10-08,Data Export,Medium,67,False,False,False
T0866,2023-08-17,Login Issue,Low,9,True,True,True
T0867,2023-01-30,Access Request,Medium,37,True,True,False
T0868,2023-03-08,Phishing Email,Medium,16,False,True,False
T0869,2023-02-08,Slow Performance,Medium,15,False,False,False
T0870,2023-06-15,Data Export,Critical,36,False,False,False
T0871,2023-01-31,Access Request,Medium,10,True,True,False
T0872,2023-11-09,Access Request,High,23,False,False,False
T0873,2023-11-11,Slow Performance,Medium,63,True,False,False
T0874,2023-10-20,Data Export,Low,57,False,True,True
T0875,2023-01-01,Data Export,High,58,True,False,False
T0876,2023-01-02,Login Issue,Critical,35,True,False,False
T0877,2023-02-05,Phishing Email,Critical,62,False,False,False
T0878,2023-03-04,Phishing Email,Medium,1,False,False,False
T0879,2023-11-28,Phishing Email,High,43,False,False,False
T0880,2023-05-29,Login Issue,High,69,False,False,False
T0881,2023-06-03,Data Export,Medium,23,False,False,False
T0882,2023-11-20,Data Export,Critical,14,False,False,True
T0883,2023-05-03,Slow Performance,Medium,18,True,True,False
T0884,2023-08-19,Slow Performance,Critical,9,False,False,False
T0885,2023-03-02,Login Issue,Low,44,True,False,True
T0886,2023-01-19,Malware Alert,Critical,69,True,False,False
T0887,2023-01-24,Data Export,Medium,63,False,False,False
T0888,2023-02-19,Malware Alert,Medium,2,True,True,True
T0889,2023-11-12,Slow Performance,Medium,9,False,True,False
T0890,2023-12-14,Malware Alert,Low,26,False,False,False
T0891,2023-04-20,Slow Performance,High,16,False,False,True
T0892,2023-03-28,Login Issue,Medium,43,True,False,False
T0893,2023-03-10,Data Export,High,71,True,True,False
T0894,2023-04-02,Login Issue,Critical,21,True,False,True
T0895,2023-03-06,Login Issue,High,54,False,False,False
T0896,2023-11-09,Malware Alert,Medium,35,False,False,False
T0897,2023-06-04,Data Export,Low,24,False,False,False
T0898,2023-02-18,Access Request,Critical,1,False,True,False
T0899,2023-04-17,Phishing Email,High,70,False,False,False
T0900,2023-08-31,Access Request,Low,25,True,True,False
T0901,2023-05-26,Slow Performance,Medium,21,False,True,False
T0902,2023-01-23,Malware Alert,Critical,33,False,False,False
T0903,2023-03-01,Login Issue,Low,69,True,False,False
T0904,2023-12-13,Login Issue,Medium,57,False,False,False
T0905,2023-04-13,Access Request,Medium,15,False,True,False
T0906,2023-03-16,Slow Performance,Medium,10,False,False,False
T0907,2023-11-20,Malware Alert,Critical,23,False,True,False
T0908,2023-05-24,Access Request,High,26,False,True,False
T0909,2023-06-01,Malware Alert,Low,60,False,True,True
T0910,2023-07-30,Phishing Email,Medium,22,False,False,True
T0911,2023-08-08,Phishing Email,Critical,28,False,False,True
T0912,2023-10-30,Data Export,Medium,32,False,False,False
T0913,2023-09-16,Malware Alert,Low,54,False,True,False
T0914,2023-02-20,Login Issue,Critical,68,False,False,False
T0915,2023-07-28,Slow Performance,Critical,31,True,False,False
T0916,2023-09-03,Malware Alert,Medium,46,True,False,True
T0917,2023-01-13,Data Export,High,21,False,False,False
T0918,2023-07-09,Slow Performance,Critical,18,False,False,False
T0919,2023-06-20,Data Export,Critical,1,False,True,False
T0920,2023-10-05,Phishing Email,Low,38,False,False,False
T0921,2023-09-21,Phishing Email,Medium,11,False,False,False
T0922,2023-07-07,Data Export,High,7,True,False,False
T0923,2023-03-12,Access Request,Medium,72,False,False,False
T0924,2023-10-25,Access Request,Medium,70,True,False,False
T0925,2023-08-05,Data Export,Medium,29,False,False,False
T0926,2023-03-04,Access Request,Low,9,False,False,False
T0927,2023-02-03,Slow Performance,High,58,False,False,False
T0928,2023-02-09,Malware Alert,Critical,12,True,False,True
T0929,2023-04-15,Login Issue,Medium,36,True,True,True
T0930,2023-08-31,Phishing Email,Low,38,False,False,False
T0931,2023-01-12,Access Request,Critical,57,False,True,True
T0932,2023-09-06,Malware Alert,High,53,False,False,False
T0933,2023-03-29,Phishing Email,Critical,59,False,True,False
T0934,2023-03-17,Access Request,Medium,62,False,False,False
T0935,2023-10-02,Access Request,High,59,False,False,True
T0936,2023-03-20,Access Request,Medium,23,False,False,False
T0937,2023-05-14,Malware Alert,Medium,15,True,False,True
T0938,2023-06-26,Access Request,Medium,27,False,True,False
T0939,2023-01-13,Malware Alert,High,58,False,True,True
T0940,2023-10-07,Slow Performance,Critical,19,False,False,True
T0941,2023-10-21,Phishing Email,High,38,False,False,False
T0942,2023-01-21,Data Export,Medium,57,False,True,False
T0943,2023-07-02,Malware Alert,Low,40,True,False,True
T0944,2023-05-23,Login Issue,High,8,False,True,False
T0945,2023-02-14,Malware Alert,Low,11,False,False,False
T0946,2023-01-29,Phishing Email,Critical,25,False,False,False
T0947,2023-07-10,Data Export,High,51,True,False,False
T0948,2023-02-14,Login Issue,High,45,False,False,False
T0949,2023-08-06,Malware Alert,Critical,54,False,False,False
T0950,2023-06-05,Data Export,Critical,18,False,False,True
T0951,2023-01-04,Slow Performance,High,9,False,False,False
T0952,2023-03-12,Slow Performance,High,54,True,False,False
T0953,2023-06-04,Malware Alert,Medium,49,True,False,False
T0954,2023-01-02,Phishing Email,High,64,False,False,True
T0955,2023-12-01,Malware Alert,High,39,False,False,True
T0956,2023-01-15,Data Export,High,54,True,False,False
T0957,2023-10-25,Login Issue,High,64,False,True,False
T0958,2023-03-03,Slow Performance,Critical,34,False,False,False
T0959,2023-12-21,Access Request,Low,34,True,True,False
T0960,2023-07-02,Malware Alert,High,21,True,False,False
T0961,2023-11-18,Login Issue,High,38,False,False,False
T0962,2023-12-17,Malware Alert,Low,22,False,False,False
T0963,2023-01-07,Access Request,High,47,True,False,False
T0964,2023-03-25,Malware Alert,High,48,False,False,False
T0965,2023-10-14,Login Issue,Medium,20,False,False,False
T0966,2023-01-09,Phishing Email,Low,54,False,True,False
T0967,2023-11-02,Slow Performance,High,40,False,True,False
T0968,2023-04-24,Phishing Email,High,23,False,True,False
T0969,2023-08-06,Malware Alert,Medium,30,False,True,False
T0970,2023-04-11,Data Export,Low,10,True,False,False
T0971,2023-01-23,Login Issue,Low,66,False,False,False
T0972,2023-04-16,Login Issue,High,2,False,False,False
T0973,2023-05-23,Phishing Email,Medium,24,False,True,True
T0974,2023-05-04,Phishing Email,High,46,True,False,False
T0975,2023-04-09,Phishing Email,Low,13,False,False,False
T0976,2023-09-16,Access Request,Medium,69,True,False,False
T0977,2023-02-24,Data Export,Critical,47,False,True,False
T0978,2023-06-10,Malware Alert,High,49,False,False,True
T0979,2023-05-28,Login Issue,Critical,15,False,False,False
T0980,2023-11-04,Phishing Email,Low,11,False,True,True
